frame1 #-0,06772464#0,8636802#3,140105#-0,03632009#0,6692324#3,178944# -0,2392975#0,2107752#2,912582#-0,6080363#0,4401506#3,141927#-0,1428034#0,247434#2,908998#-0,5513937#0,4355903#3,160561#0,009399507#0,3422031#2,93009#-0,3814661#0,4219095#3,231184#0,07926608#0,5373335#3,043976#-0,2149491#0,52876#3,249583#-0,005555023#0,2754566#3,187437#-0,03100949#0,2007669#3,147675#0,0360297#0,1285286#3,106209#-0,09636714#0,1246705#3,174578#0,2432371#-0,2747667#3,117191#-0,2995663#-0,2546941#3,188388#-0,2477634#-0,581737#3,160705#-0,352892#-0,5959758#3,165042#-0,1192345#-0,5932796#3,156759#-0,4132414#-0,674126#3,138163#0  
frame12 #-0,2111308#0,7863849#3,075851#-0,1507613#0,6239569#3,13963# -0,2677675#0,1602481#2,867722#-0,7634278#0,4255571#3,049196#-0,202508#0,1897448#2,879939#-0,6259742#0,3406977#3,131079#-0,04631263#0,3138899#2,898238#-0,4582577#0,3695858#3,216022#-0,01569882#0,5215994#3,037926#-0,3005471#0,4874365#3,220853#-0,06998411#0,2540703#3,165301#-0,07925379#0,1779239#3,134275#-0,006716819#0,1203426#3,095212#-0,129398#0,09268039#3,166312#0,1845675#-0,2276033#3,08587#-0,3052841#-0,2536406#3,166819#0,440632#-0,5499923#3,126208#-0,3364646#-0,5883632#3,166418#0,3957286#-0,5968623#3,057707#-0,366881#-0,6674477#3,1376#0  
frame13 #-0,2719515#0,7851073#3,060219#-0,2202833#0,6247577#3,121316# -0,2653251#0,1554632#2,865146#-0,7649353#0,367311#3,039787#-0,2020932#0,1896142#2,87895#-0,6654602#0,2993407#3,110632#-0,05981012#0,3161003#2,914005#-0,5014929#0,3392804#3,198939#-0,07391342#0,5297615#3,040471#-0,3599198#0,4767387#3,207417#-0,1259653#0,2650204#3,165326#-0,1274611#0,188256#3,141068#-0,05077951#0,1335606#3,109453#-0,1688048#0,09902925#3,17339#0,185985#-0,2370381#3,090549#-0,3106037#-0,2501548#3,166439#0,4508476#-0,5756713#3,125905#-0,3363869#-0,5890259#3,166126#0,4109989#-0,6244777#3,056593#-0,3642575#-0,6672343#3,136665#0  
frame14 #-0,2858021#0,7907484#3,048009#-0,2302723#0,6283452#3,118906# -0,2779635#0,1462471#2,860229#-0,7703577#0,3590382#3,028529#-0,2154662#0,1829211#2,874207#-0,67249#0,3091811#3,097806#-0,06140395#0,3317156#2,934068#-0,5108789#0,3398733#3,19381#-0,08412138#0,5323501#3,041037#-0,3835924#0,491052#3,204279#-0,1488539#0,2718962#3,166323#-0,150905#0,1966113#3,146537#-0,07089898#0,1395905#3,116002#-0,2089709#0,1108278#3,183485#0,1860881#-0,2412687#3,101715#-0,3202252#-0,2476005#3,167038#0,448407#-0,5758362#3,123103#-0,336066#-0,5891485#3,165899#0,4106566#-0,6241863#3,053405#-0,3738165#-0,6374986#3,096202#0  
frame15 #-0,310662#0,796451#3,040583#-0,2462242#0,6318558#3,109629# -0,3094527#0,1516217#2,851254#-0,821121#0,3590196#2,96226#-0,2171113#0,1830059#2,873102#-0,7359878#0,3221903#3,0253#-0,06728283#0,3411586#2,938304#-0,533516#0,3351043#3,182126#-0,09950615#0,5379764#3,042882#-0,4166604#0,5048664#3,197978#-0,1733545#0,2780561#3,167788#-0,1740462#0,2030399#3,15296#-0,09472673#0,1439049#3,127855#-0,2275781#0,1139452#3,18901#0,1623875#-0,2096222#3,125179#-0,3245487#-0,24553#3,168047#0,4329703#-0,5646775#3,118155#-0,3361661#-0,5890082#3,16567#0,3990319#-0,6131236#3,048223#-0,3701045#-0,6374543#3,095739#0  
frame16 #-0,3547804#0,8184115#3,02687#-0,2943162#0,6560916#3,10535# -0,3141376#0,1566548#2,855168#-0,7786455#0,3076021#2,900672#-0,2268336#0,1898764#2,890421#-0,7135829#0,298541#3,016983#-0,07241497#0,3708158#2,973486#-0,5587896#0,3426743#3,168139#-0,1403327#0,5669885#3,064421#-0,4597809#0,5229586#3,170962#-0,2162326#0,3031203#3,168523#-0,2087688#0,2275142#3,155456#-0,117584#0,1681046#3,135948#-0,2722978#0,1376524#3,186247#0,1433008#-0,2099015#3,131868#-0,3304725#-0,2444469#3,169734#0,327985#-0,5804866#3,135512#-0,3362763#-0,5896667#3,165717#0,3045563#-0,6289804#3,062051#-0,359705#-0,6381605#3,092256#0  
frame17 #-0,3603992#0,8411028#3,025854#-0,3303208#0,6935089#3,103045# -0,2945362#0,1878558#2,899936#-0,6603002#0,2477013#2,979322#-0,2242571#0,2402278#2,946995#-0,6223577#0,2460566#3,042285#-0,05857803#0,3983705#3,055593#-0,5606561#0,3773308#3,168197#-0,1553973#0,608039#3,086156#-0,4844652#0,5552505#3,133388#-0,2685665#0,3430531#3,165202#-0,2596641#0,2700264#3,153783#-0,1605112#0,2080057#3,147219#-0,3339537#0,1830275#3,173226#0,03288522#-0,2107981#3,134455#-0,3478589#-0,238764#3,168918#0,08806884#-0,5983505#3,236376#-0,3355947#-0,5951173#3,164652#0,1722618#-0,64796#3,232702#-0,3452378#-0,6422939#3,087825#0  
frame18 #-0,3581262#0,886065#3,030885#-0,3320249#0,7006205#3,100044# -0,2604679#0,222731#2,973909#-0,5266645#0,2029163#2,848357#-0,2136569#0,2792201#2,975228#-0,5791022#0,2712595#3,006902#-0,0544946#0,4397674#3,087707#-0,5786296#0,4185802#3,128247#-0,1608957#0,6286858#3,092579#-0,4880919#0,5718678#3,116905#-0,2711501#0,3452197#3,162153#-0,260411#0,2719469#3,153093#-0,1656549#0,2125084#3,150296#-0,3324058#0,1859473#3,169724#-0,07372711#-0,2269497#3,157031#-0,3552286#-0,2414194#3,167483#-0,1185616#-0,6127797#3,318588#-0,3328791#-0,5954047#3,1653#-0,0230605#-0,6522208#3,301181#-0,3547385#-0,6666893#3,144355#0  
frame19 #-0,3624971#0,9184554#3,034893#-0,3333938#0,7139282#3,093733# -0,2424257#0,234549#2,984718#-0,5160989#0,2293917#2,931416#-0,2022348#0,2956059#2,989956#-0,5683321#0,2721115#3,004062#-0,04693868#0,4499672#3,115738#-0,5739513#0,4189863#3,124913#-0,1609064#0,6411487#3,101702#-0,4903457#0,5754443#3,113106#-0,2776506#0,3545777#3,158957#-0,2668392#0,2808331#3,152881#-0,1773958#0,2225183#3,157674#-0,3361055#0,1921245#3,165787#-0,09804065#-0,2382159#3,159883#-0,3613433#-0,2444134#3,164727#-0,1852864#-0,6192961#3,301764#-0,3245828#-0,5965486#3,174842#-0,1206489#-0,6637863#3,312493#-0,3516193#-0,6625757#3,142239#0  
frame20 #-0,3491003#0,9204984#3,044333#-0,32719#0,7230257#3,095467# -0,209813#0,286211#3,024735#-0,4029014#0,2506404#2,938403#-0,1713643#0,3474597#3,036952#-0,4815758#0,292884#2,981667#-0,03045437#0,4999005#3,181247#-0,5676085#0,4194222#3,092653#-0,146627#0,6513386#3,134464#-0,4805799#0,5906757#3,093418#-0,2834629#0,3579173#3,1567#-0,2722578#0,2846682#3,152292#-0,1924522#0,2223066#3,162877#-0,3411942#0,2007022#3,15713#-0,1853821#-0,2406434#3,189293#-0,3659649#-0,2486914#3,154807#-0,2883459#-0,6165311#3,266249#-0,3524177#-0,6099277#3,183305#-0,2950234#-0,6595625#3,171541#-0,3102925#-0,6688027#3,142545#0  
frame21 #-0,3357733#0,9241135#3,058464#-0,3226621#0,7267146#3,096253# -0,2059754#0,3156397#3,030915#-0,2931412#0,2916342#2,960239#-0,1675179#0,3769022#3,043134#-0,3869641#0,3236433#2,965039#-0,04260313#0,490281#3,234899#-0,5439731#0,4005722#3,02637#-0,1480184#0,6618541#3,170887#-0,4698026#0,5906206#3,072502#-0,2880676#0,3608182#3,152553#-0,2762279#0,2881721#3,149556#-0,1957624#0,2236473#3,164494#-0,3487371#0,2087208#3,14108#-0,2476283#-0,23401#3,221684#-0,3646886#-0,2517146#3,148367#-0,3505921#-0,6098978#3,29872#-0,4768203#-0,6285311#3,215696#-0,3843514#-0,6473072#3,205372#-0,4135785#-0,6661906#3,172898#0  
frame22 #-0,314182#0,9213355#3,082089#-0,3151976#0,730917#3,100356# -0,2247688#0,3133346#3,054678#-0,3014153#0,2812508#2,941876#-0,1863044#0,3746083#3,0669#-0,3952554#0,3132657#2,946676#-0,04233745#0,4925219#3,239969#-0,5442853#0,4077955#3,000664#-0,1405793#0,6623682#3,199161#-0,4574512#0,5938567#3,065617#-0,2898718#0,3635724#3,149673#-0,278365#0,2912445#3,147864#-0,1999207#0,2253871#3,167758#-0,350156#0,2135185#3,132534#-0,2558584#-0,1503141#3,205609#-0,3676668#-0,2510212#3,142856#-0,3440321#-0,5916817#3,170877#-0,4821421#-0,62779#3,207685#-0,3112542#-0,6364388#3,098417#-0,4163727#-0,6651992#3,161922#0  
frame23 #-0,2754621#0,9320745#3,108128#-0,3033189#0,7361878#3,120399# -0,2163465#0,3515049#3,108296#-0,2595387#0,4088803#2,972136#-0,1782763#0,4121505#3,120392#-0,3285364#0,4034429#2,950151#-0,03782349#0,5290512#3,295941#-0,5082526#0,4218696#2,935938#-0,13763#0,6685624#3,267785#-0,4223197#0,5846951#3,050882#-0,2916391#0,3661842#3,151697#-0,2790555#0,2934492#3,150963#-0,2104872#0,2261721#3,195196#-0,3476622#0,2148702#3,128782#-0,3101433#-0,1453895#3,185306#-0,3785497#-0,2577772#3,135306#-0,3237316#-0,5977873#3,159575#-0,4864239#-0,6259795#3,197231#-0,3946447#-0,6609002#3,115631#-0,4605024#-0,6976138#3,184006#0  
frame24 #-0,26186#0,9435021#3,119192#-0,2958809#0,7567432#3,147286# -0,1090204#0,7169963#3,199346#-0,2096268#0,552394#2,949573#-0,08049063#0,700915#3,263404#-0,2784068#0,5367806#2,920505#-0,0730885#0,6069286#3,430045#-0,4262191#0,4713115#2,841344#-0,1461655#0,690985#3,316638#-0,365718#0,624193#3,036422#-0,288535#0,3872017#3,164241#-0,2763366#0,3136353#3,163122#-0,2192208#0,2362957#3,225671#-0,3248898#0,2401296#3,107476#-0,3365965#-0,2390227#3,082934#-0,4491289#-0,2449086#3,168393#-0,3219917#-0,6065019#3,119168#-0,4928059#-0,6127505#3,20288#-0,3478146#-0,6748241#3,064322#-0,4784362#-0,6846657#3,176141#0  
frame25 #-0,234841#0,9439641#3,139848#-0,2890538#0,7592555#3,176323# -0,1498418#0,7421979#3,185017#-0,1872498#0,6150996#2,953043#-0,1213632#0,7261456#3,24896#-0,2560298#0,5994862#2,923975#-0,0905248#0,6386639#3,470678#-0,4038421#0,5340171#2,844803#-0,1361682#0,7128603#3,334697#-0,341558#0,6208937#3,040642#-0,2828473#0,4018398#3,178234#-0,2704126#0,3315452#3,175563#-0,2178639#0,2455982#3,250303#-0,3185667#0,24156#3,102911#-0,3153884#-0,2295952#3,078376#-0,448109#-0,2425072#3,18485#-0,305755#-0,6019683#3,116693#-0,5045717#-0,6034425#3,208261#-0,34146#-0,670576#3,08155#-0,4638757#-0,6689442#3,21355#0  
frame26 #-0,2185853#0,9326142#3,140486#-0,2598198#0,7237054#3,147559# -0,1806131#0,8678882#3,175076#-0,1298558#0,6690493#2,90539#-0,152185#0,8518642#3,238906#-0,1986358#0,6534359#2,876322#-0,1213465#0,7643825#3,460625#-0,3464481#0,5879668#2,797151#-0,1060369#0,6828926#3,302687#-0,3218269#0,5550158#3,061802#-0,2522072#0,3357925#3,176367#-0,2408533#0,2583211#3,176663#-0,1867308#0,1846873#3,222053#-0,2892192#0,190703#3,135885#-0,2448521#-0,2675807#3,061081#-0,4381441#-0,2760795#3,232255#-0,2561052#-0,6212787#3,106596#-0,5070643#-0,6023104#3,208129#-0,235805#-0,6675303#3,047794#-0,4454918#-0,6446531#3,155851#0  
frame27 #-0,1670351#0,9260879#3,172434#-0,2144985#0,7236724#3,197448# -0,2627149#0,756111#3,251458#-0,1682559#0,6827305#2,79052#-0,2342911#0,7400895#3,315278#-0,2351035#0,6677008#2,759414#-0,07602523#0,7643496#3,510513#-0,3555528#0,631316#2,900352#-0,06071557#0,6828597#3,352577#-0,2631287#0,5655539#3,065864#-0,2495251#0,337337#3,168391#-0,2400486#0,2615557#3,157127#-0,1955025#0,1802663#3,187589#-0,2894909#0,210956#3,090629#-0,1762502#-0,3192499#3,058504#-0,412279#-0,2026117#3,245134#-0,1687976#-0,6407987#3,110812#-0,5037218#-0,5987295#3,213487#-0,1232818#-0,6626531#3,051584#-0,436024#-0,6404637#3,168111#0  
frame28 #-0,1620303#0,8634946#3,110108#-0,2024557#0,6460018#3,116998# -0,250021#0,6784732#3,171889#-0,114656#0,7521623#2,675712#-0,2216906#0,6625043#3,235499#-0,1495185#0,7284698#2,717548#-0,06398245#0,6866789#3,430084#-0,2541059#0,6573924#2,856955#-0,0486728#0,605189#3,272127#-0,3038802#0,5914085#3,042074#-0,2316254#0,3097644#3,12705#-0,2314844#0,245775#3,130096#-0,1721969#0,1663214#3,143718#-0,2914791#0,2053168#3,094604#-0,1274418#-0,2361304#3,076332#-0,397512#-0,2720442#3,239537#-0,09762423#-0,6256015#3,093581#-0,506207#-0,5835664#3,195756#-0,03921846#-0,6644402#3,042308#-0,4509051#-0,6281072#3,137794#0  
frame29 #-0,1509141#0,9881581#3,103894#-0,1142852#0,8488032#3,170602# -0,1612927#0,8813842#3,226034#0,06764562#0,8039352#2,654192#-0,1329287#0,8653964#3,28972#0,03302073#0,7803327#2,69596#0,02418806#0,8894804#3,483648#-0,07085396#0,7095254#2,835186#0,03949772#0,8079904#3,325731#-0,1204416#0,643789#3,019755#-0,1863919#0,4425381#3,148284#-0,1899642#0,3600381#3,142221#-0,1624803#0,3146462#3,114508#-0,2347956#0,2933928#3,160239#0,02347465#-0,168995#3,062488#-0,359257#-0,2036463#3,232347#0,3112684#-0,6169917#3,009069#-0,4807636#-0,5103007#3,19473#0,3999685#-0,6211609#2,992785#-0,4071755#-0,5559916#3,163455#0  
frame30 #-0,2100688#0,9426486#3,303912#-0,1734399#0,8032938#3,370615# 0,01969539#0,9289395#3,365352#0,1377948#0,872385#2,660948#0,006029878#0,9076974#3,441447#0,1083119#0,8484352#2,706436#-0,03496666#0,8439709#3,683657#0,01986307#0,7765856#2,856822#-0,019657#0,762481#3,525744#-0,08351463#0,6529616#3,062721#-0,1214589#0,4125702#3,181412#-0,09965206#0,3374057#3,144696#-0,07070484#0,3141468#3,07593#-0,1152919#0,2766432#3,170207#0,1164753#-0,1758882#3,030997#-0,2724774#-0,2230791#3,197546#0,2533446#-0,4752052#2,990397#-0,4761688#-0,6040164#3,146932#0,3378489#-0,512104#2,977553#-0,3916646#-0,6409153#3,134088#0  
frame31 #-0,1197752#0,8596259#3,303175#-0,08311769#0,7201623#3,369945# 0,07413213#0,9350818#3,476615#0,03084441#0,8025808#2,763033#0,1291537#0,8885136#3,478545#0,001305722#0,7786103#2,808594#0,05535554#0,7608395#3,682976#-0,08731034#0,706699#2,959208#0,0706652#0,6793495#3,525074#-0,1908502#0,5828812#3,165398#-0,03294499#0,3729224#3,166083#-0,01522599#0,3093109#3,121563#0,06404016#0,2632101#3,051579#-0,0752597#0,2390252#3,117239#0,2694771#-0,2243153#3,016985#-0,2023426#-0,257206#3,178268#0,413465#-0,6179049#2,990591#-0,3872031#-0,5608272#3,136617#0,4700307#-0,6696879#3,0119#-0,3263752#-0,612211#3,087341#0  
frame32 #-0,03158499#0,8044395#3,027657#0,06664316#0,7390797#3,123258# 0,3899996#0,9625373#3,356837#0,1632705#0,7609311#2,636568#0,4009244#0,8937258#3,339185#0,1337685#0,7376842#2,682655#0,2051164#0,7797568#3,436228#0,04526225#0,6679434#2,834876#0,2204261#0,6982669#3,278387#-0,05415118#0,5899115#3,067852#0,06992723#0,3322857#3,057112#0,07993157#0,2541464#3,033447#0,1454347#0,1944217#3,003751#0,01806463#0,1811767#3,034748#0,3492785#-0,2316296#3,014476#-0,1599305#-0,2500701#3,11879#0,4305838#-0,6269695#2,995821#-0,3389055#-0,5679765#3,109721#0,4880421#-0,6804761#3,008111#-0,2897666#-0,6090774#3,041624#0  
frame33 #-0,001357004#0,7800906#3,030039#0,1014637#0,680922#3,100291# 0,5088316#0,7843434#3,430652#0,1713049#0,7541396#2,622204#0,4810558#0,7314453#3,390863#0,1414311#0,7305942#2,667947#0,2399369#0,7215991#3,41325#0,05180991#0,6599579#2,819142#0,2552465#0,6401092#3,25542#-0,02168781#0,5769275#3,047351#0,1047004#0,3009947#3,039#0,1169681#0,2295779#3,013063#0,1816459#0,1757972#2,993179#0,05421398#0,1606706#3,005643#0,3879611#-0,2267946#3,012482#-0,1334843#-0,2513527#3,104103#0,4421183#-0,592577#2,977203#-0,3001452#-0,5815849#3,098654#0,4958546#-0,6757715#2,991965#-0,2496468#-0,6229141#3,030749#0  
frame34 #0,03007681#0,7614949#3,002803#0,1261124#0,6669626#3,083454# 0,6858144#0,4854218#3,098622#0,1871483#0,7545598#2,608038#0,6580677#0,432579#3,058874#0,1570788#0,73086#2,654081#0,4182242#0,4583962#3,102539#0,06687006#0,6597608#2,806184#0,2798953#0,6261498#3,238583#0,01929899#0,541637#3,021601#0,1323565#0,2776607#3,032038#0,1495006#0,2038692#3,005145#0,2184008#0,1499323#2,991231#0,08789595#0,1333192#2,994694#0,4430876#-0,2373607#3,009788#-0,118195#-0,2621287#3,10114#0,5148882#-0,5787174#2,950085#-0,2344893#-0,5948241#3,054587#0,5680006#-0,6198162#2,884388#-0,2645233#-0,6657546#3,009602#0  
frame35 #0,04635185#0,7551306#3,008008#0,1427297#0,6565062#3,085695# 0,5834622#0,3659071#3,281694#0,1720062#0,7391222#2,59884#0,555766#0,3131605#3,242019#0,1417236#0,7152546#2,645209#0,4104546#0,4318375#3,0988#0,05087599#0,6436518#2,798301#0,2965127#0,6156934#3,240824#0,02946518#0,5408093#3,017182#0,1371791#0,2728826#3,034701#0,1543834#0,2007531#3,005313#0,220715#0,1481434#2,990876#0,0928562#0,1308449#2,99521#0,4411816#-0,2311389#3,009283#-0,115414#-0,2623118#3,100034#0,5163889#-0,5784521#2,950285#-0,2315183#-0,5913053#3,042918#0,5701111#-0,6194489#2,885356#-0,1777961#-0,6323021#2,977989#0  
frame36 #0,05928345#0,7334242#3,037161#0,1679414#0,6325958#3,100647# 0,4921341#0,1276599#3,124298#0,003918082#0,1081594#3,187628#0,4628994#0,1738824#3,044051#-0,06435201#0,1237679#3,131998#0,3892925#0,4063736#3,082892#-0,06130312#0,3104583#2,987168#0,3217244#0,591783#3,255775#0,07178505#0,5159737#3,002867#0,1536587#0,2427657#3,04456#0,1726936#0,1704453#3,013344#0,2353505#0,1161468#3,001003#0,1085655#0,1115392#2,999498#0,4502227#-0,2368349#3,017157#-0,1160876#-0,2617703#3,099764#0,5232474#-0,5766789#2,953655#-0,2339176#-0,5882069#3,042913#0,5830728#-0,6172584#2,894416#-0,1740921#-0,6287863#2,983674#0  
frame37 #0,07142027#0,7380542#3,042543#0,1750627#0,6309039#3,106187# 0,4270389#0,1882025#3,072788#0,008235084#0,08190858#3,063686#0,3912475#0,2124326#3,015969#-0,0592194#0,1332277#2,991749#0,3590389#0,4559368#3,030286#-0,05512384#0,3400372#2,873304#0,3288456#0,5900911#3,261316#0,0820145#0,5210847#2,994332#0,1527135#0,2405924#3,048761#0,1737758#0,1679875#3,016564#0,2345724#0,1144575#3,004854#0,1118935#0,1079566#3,004#0,4542853#-0,2351055#3,030853#-0,1373524#-0,2631239#3,104021#0,5233843#-0,569445#2,954867#-0,2367427#-0,5813503#3,040921#0,5855154#-0,60996#2,898056#-0,1746117#-0,6218653#2,98411#0  
