frame1 #-0,2328849#0,789155#3,095864#-0,1558838#0,6215068#3,138545# -0,2952938#0,1893403#2,812912#-0,7118362#0,4007621#3,009124#-0,2059916#0,2239625#2,819698#-0,6478305#0,4229145#3,030322#-0,07194343#0,3204381#2,895457#-0,4867966#0,3994275#3,154223#-0,01823818#0,5149204#3,038157#-0,3339849#0,497328#3,201287#-0,1024745#0,2574985#3,148223#-0,1004244#0,1842045#3,136818#-0,01969712#0,1118011#3,104584#-0,1617831#0,1038845#3,163563#0,1630718#-0,2426224#3,098765#-0,3607722#-0,2450314#3,155644#0,4223196#-0,5921718#3,154072#-0,4251781#-0,5812694#3,094216#0,3032145#-0,60311#3,144072#-0,4679019#-0,6325594#3,013987#0  
frame16 #-0,4685192#0,853403#2,955018#-0,4415946#0,6769345#3,057199# -0,3168322#0,08800206#2,947245#-0,7059648#0,0340585#2,958281#-0,2648439#0,1634347#2,977381#-0,7198684#0,1153179#3,008328#-0,1856192#0,3726557#3,058#-0,672065#0,3328465#3,129961#-0,2807687#0,5977412#3,044854#-0,6029304#0,5517035#3,088094#-0,3967271#0,3241321#3,11415#-0,3883275#0,2529833#3,124414#-0,2953429#0,1930637#3,127685#-0,4628193#0,1679943#3,13901#-0,1757293#-0,2215903#3,110248#-0,4805942#-0,2377894#3,149768#-0,2327974#-0,5781639#3,333068#-0,4332169#-0,5950447#3,096746#-0,1770965#-0,6232266#3,345725#-0,4859711#-0,6713842#3,063903#0  
frame17 #-0,4692196#0,8787372#2,959072#-0,454983#0,6945395#3,052311# -0,3045754#0,07418443#2,973896#-0,6357471#0,05034444#2,965117#-0,2729662#0,1631619#3,00228#-0,6674438#0,1317454#3,010844#-0,1940808#0,3875979#3,089094#-0,6782393#0,3490201#3,124959#-0,2850309#0,6139497#3,062684#-0,620407#0,5639745#3,068207#-0,4164824#0,3413173#3,10568#-0,4089386#0,2702087#3,115563#-0,3161594#0,2052429#3,125728#-0,4844156#0,1843876#3,122248#-0,2934104#-0,220616#3,121581#-0,5001234#-0,2461088#3,106907#-0,4208251#-0,5765996#3,270242#-0,4332458#-0,5946358#3,096935#-0,4617133#-0,6254932#3,193946#-0,4966909#-0,67091#3,090572#0  
frame18 #-0,4710873#0,8861226#2,964536#-0,4569541#0,6976554#3,053361# -0,2875538#0,1550407#3,002232#-0,6203972#0,06238578#2,967828#-0,2398079#0,2320837#3,040807#-0,6508184#0,1328184#3,004034#-0,1970676#0,4031785#3,112#-0,6833645#0,3597267#3,118073#-0,2858034#0,6193943#3,068968#-0,6232497#0,5711079#3,059496#-0,4251187#0,3461378#3,102534#-0,4194558#0,2756084#3,111478#-0,3315164#0,2096441#3,125041#-0,4964838#0,1903436#3,111655#-0,3346869#-0,2414181#3,125431#-0,499381#-0,2472273#3,10067#-0,4403594#-0,6003315#3,254206#-0,4312863#-0,5964286#3,094706#-0,4784448#-0,6449957#3,172926#-0,5108722#-0,6284274#3,146609#0  
frame19 #-0,4698341#0,8978665#2,975097#-0,460335#0,7028435#3,052949# -0,2883123#0,09538138#3,012906#-0,569409#0,1163964#2,939345#-0,2656072#0,2009828#3,054676#-0,6176628#0,1458208#2,984795#-0,2017212#0,429232#3,156379#-0,6887931#0,3731747#3,083213#-0,2886682#0,6347359#3,09413#-0,6223564#0,5740145#3,036905#-0,4406069#0,3551151#3,093203#-0,4369754#0,2853175#3,100816#-0,3513547#0,2157989#3,12312#-0,5166926#0,2020133#3,086578#-0,4048865#-0,2466484#3,137943#-0,4999017#-0,2452046#3,082087#-0,4932328#-0,6027826#3,23953#-0,4361639#-0,6114103#3,098575#-0,5027056#-0,6490914#3,149601#-0,5353038#-0,6317688#3,107421#0  
frame20 #-0,4689629#0,9033861#2,982449#-0,4637812#0,7058954#3,055024# -0,2898998#0,09410636#3,023404#-0,5396212#0,141042#2,901742#-0,269783#0,204445#3,053728#-0,5843438#0,1797309#2,941974#-0,2097681#0,4304561#3,164231#-0,7014327#0,3807136#3,055409#-0,2937367#0,6369569#3,115889#-0,6188319#0,5705455#3,020661#-0,4484605#0,3580844#3,088849#-0,445442#0,2883667#3,095376#-0,3631442#0,2162787#3,121695#-0,5240079#0,2074774#3,073846#-0,44227#-0,2613192#3,13334#-0,5105811#-0,2497202#3,075309#-0,4970058#-0,6031473#3,236589#-0,4590074#-0,5964116#3,078786#-0,5053789#-0,6510108#3,14685#-0,5508991#-0,6356076#3,099615#0  
frame21 #-0,467716#0,9070374#2,988314#-0,4683331#0,7075073#3,057365# -0,279851#0,1563469#3,05723#-0,5698892#0,191475#2,933045#-0,2712556#0,2268025#3,065106#-0,6145431#0,2301045#2,973216#-0,2171262#0,4422023#3,200382#-0,7126936#0,3802072#3,040506#-0,301244#0,6429232#3,151886#-0,6171853#0,567542#3,012775#-0,4526909#0,3603022#3,086017#-0,4492669#0,2908511#3,092091#-0,368616#0,2174372#3,121892#-0,5251456#0,2100759#3,064724#-0,4565739#-0,2597821#3,131659#-0,5187874#-0,2532319#3,072749#-0,5123432#-0,6113174#3,2167#-0,4483285#-0,6030874#3,082265#-0,5153357#-0,6619117#3,127559#-0,5434146#-0,6385307#3,097001#0  
frame22 #-0,4659832#0,9088625#3,009402#-0,4833901#0,7064425#3,069277# -0,3071102#0,1746669#3,044034#-0,4923218#0,2168387#2,928384#-0,2969825#0,2425698#3,062879#-0,58524#0,2369746#2,912945#-0,2815979#0,4156973#3,241218#-0,717087#0,3753188#2,975108#-0,3215848#0,6355973#3,210522#-0,6105351#0,5639297#2,999995#-0,4598353#0,3633538#3,085049#-0,4549524#0,2945892#3,090367#-0,3839442#0,2206638#3,132945#-0,5238619#0,2124501#3,052317#-0,4636038#-0,1644855#3,125576#-0,5148834#-0,1840236#3,038637#-0,454743#-0,5993468#3,078827#-0,7264982#-0,5674519#3,090114#-0,5225902#-0,6740744#3,072418#-0,6912695#-0,6638325#3,086755#0  
frame23 #-0,4625391#0,9112986#3,0207#-0,4845217#0,7072253#3,071654# -0,33196#0,2337483#3,075947#-0,4436343#0,2658111#2,930281#-0,3284729#0,3013468#3,097012#-0,5169788#0,2867067#2,914947#-0,2991882#0,4505714#3,281837#-0,7119879#0,385206#2,926166#-0,3391924#0,6455544#3,254175#-0,6047667#0,5633616#2,994942#-0,4703372#0,3621024#3,080401#-0,4684034#0,2925625#3,082483#-0,4156355#0,2120723#3,122623#-0,5284481#0,2132332#3,03766#-0,4736401#-0,1988184#3,097284#-0,5089628#-0,2069582#3,007604#-0,4611596#-0,6019794#3,078156#-0,734133#-0,5772179#3,092083#-0,5238341#-0,6713387#3,056004#-0,6780508#-0,6181552#3,037175#0  
frame24 #-0,451307#0,9151893#3,055979#-0,4870073#0,7084561#3,076083# -0,2985129#0,2677142#3,088298#-0,3568071#0,2769558#2,955717#-0,3057218#0,3275415#3,124921#-0,4625993#0,3102537#2,931304#-0,3504507#0,4395484#3,281128#-0,691361#0,3976921#2,880466#-0,3859006#0,6612719#3,264183#-0,5930198#0,5647308#2,992002#-0,4715039#0,3625129#3,082053#-0,4688144#0,2930087#3,084297#-0,4204538#0,2159556#3,138111#-0,5203106#0,2128097#3,034911#-0,443441#-0,1714296#3,121458#-0,5383984#-0,1635024#2,979063#-0,4820328#-0,584756#3,052647#-0,7238162#-0,5510997#3,087662#-0,5413005#-0,6643158#3,031801#-0,7020216#-0,6403171#3,104711#0  
frame25 #-0,0101384#0,7610879#3,051678#-0,04921142#0,5827208#3,056251# 0,05501713#0,3813345#2,899285#-0,4068446#0,07166003#3,265018#0,09655665#0,3770832#2,947117#-0,3834696#0,1192517#3,19743#0,2211752#0,3643292#3,10386#-0,3133444#0,2620267#3,007913#0,05718037#0,5329196#3,235211#-0,1646608#0,4634319#2,972723#-0,02829391#0,2092026#2,985698#-0,01855406#0,136019#2,969727#0,04062254#0,09033#2,967602#-0,07063677#0,07834475#2,948766#-0,3741222#-0,2140194#3,05345#0,2330738#-0,3482431#2,91989#-0,4969586#-0,6403626#2,974658#-0,1869264#-0,5340713#2,91505#-0,4348728#-0,6793937#2,921943#-0,1248406#-0,5731025#2,862335#0  
frame26 #-0,06379581#0,7770083#3,079864#-0,03563938#0,6050428#3,194348# -0,2891641#0,1956912#2,905698#-0,6475759#0,4740304#3,049316#-0,2206698#0,208507#2,922697#-0,5757211#0,4274876#3,095008#0,004750564#0,3137171#2,966522#-0,4131678#0,3896391#3,192642#0,09122284#0,488868#3,08391#-0,2293532#0,5097828#3,264849#-0,03055486#0,2584213#3,203104#-0,03568293#0,189372#3,197182#0,03643873#0,1087428#3,171968#-0,1078205#0,1181545#3,21858#0,2104677#-0,2189368#3,157873#-0,3205902#-0,2326461#3,221069#-0,1168806#-0,4732744#3,193073#-0,3413801#-0,5685725#3,20024#-1,53482E-05#-0,5055085#3,188867#-0,3742082#-0,6598455#3,160397#0  
frame27 #-0,0644576#0,7761931#3,079774#-0,03622393#0,6048249#3,194395# -0,2868136#0,1959824#2,905825#-0,6767145#0,5101952#3,025112#-0,2184159#0,2084493#2,923083#-0,5812709#0,4283619#3,087222#0,009039341#0,3153508#2,969779#-0,4216124#0,3917653#3,191568#0,09050211#0,4892917#3,084577#-0,2295135#0,5095741#3,265028#-0,0308807#0,258101#3,203314#-0,03596126#0,1890156#3,197445#0,03619394#0,10859#3,172179#-0,1080125#0,1176682#3,218975#0,2104678#-0,2189358#3,158083#-0,3204509#-0,2327511#3,221687#0,4902543#-0,566776#3,182529#-0,3405753#-0,5710773#3,199987#0,4440508#-0,616446#3,103188#-0,3932241#-0,6665077#3,149664#0  
frame28 #-0,06527299#0,773225#3,079804#-0,03644478#0,6048248#3,194444# -0,2852702#0,1951082#2,905329#-0,6765826#0,5067016#3,024375#-0,2177222#0,208205#2,925016#-0,5815483#0,4282114#3,087543#0,009200756#0,3154343#2,970022#-0,4215082#0,3913456#3,191363#0,08958209#0,4898844#3,084661#-0,229534#0,5091915#3,265535#-0,03090372#0,2580373#3,203233#-0,0359882#0,1889324#3,197359#0,03612256#0,1086419#3,172086#-0,1079429#0,117557#3,218852#0,2104461#-0,2190394#3,158062#-0,3205116#-0,2326813#3,221771#0,4925746#-0,5720739#3,181666#-0,3368266#-0,5733182#3,203685#0,4473104#-0,6205344#3,104354#-0,3758696#-0,6619913#3,171478#0  
frame29 #-0,06676319#0,7740979#3,079818#-0,03739511#0,605394#3,195136# -0,28372#0,1935558#2,903767#-0,6768128#0,5051258#3,024623#-0,2170713#0,2084742#2,925169#-0,5818973#0,4277422#3,089417#0,01010682#0,3147093#2,975056#-0,4216745#0,3895597#3,19197#0,08795023#0,4900967#3,083644#-0,2302534#0,5086666#3,266098#-0,03104761#0,2579241#3,203338#-0,03617686#0,1887453#3,19738#0,03582726#0,1085219#3,171753#-0,1080185#0,1172897#3,218995#0,210451#-0,2191024#3,158178#-0,321569#-0,2328573#3,222068#0,4932892#-0,5744845#3,18207#-0,3378238#-0,5743929#3,207172#0,4483828#-0,6221158#3,106271#-0,3668023#-0,659983#3,174226#0  
frame30 #-0,07880145#0,7815567#3,085365#-0,03858516#0,6056941#3,195477# -0,2504405#0,2035403#2,912906#-0,675992#0,5019112#3,024496#-0,1614764#0,2357179#2,933672#-0,5823016#0,4282286#3,089018#0,006362325#0,3148313#2,973297#-0,4228155#0,3878305#3,19208#0,08668137#0,4908758#3,083392#-0,2312827#0,5073948#3,266039#-0,03181048#0,2578365#3,203279#-0,03694684#0,1885995#3,197131#0,03485015#0,1088402#3,171123#-0,1086264#0,1168498#3,218834#0,2105393#-0,2194807#3,158195#-0,3219063#-0,2328821#3,222323#0,4947544#-0,5753874#3,18108#-0,341127#-0,5731106#3,202507#0,4492532#-0,6235495#3,104437#-0,3915079#-0,6659035#3,160051#0  
frame31 #-0,08098527#0,787437#3,089875#-0,04071931#0,6072841#3,196396# -0,2499776#0,2036107#2,915023#-0,6747435#0,5000613#3,026453#-0,1603515#0,2352708#2,933657#-0,5881891#0,4299696#3,084639#0,007216129#0,3156337#2,975151#-0,4299545#0,3857971#3,189263#0,08609337#0,4925001#3,08393#-0,2312643#0,5073405#3,265987#-0,03212355#0,2597334#3,203301#-0,03707764#0,1906867#3,196738#0,03488893#0,1125145#3,170239#-0,1082605#0,118415#3,218418#0,2103887#-0,219557#3,157774#-0,3219215#-0,2328632#3,222178#0,4947411#-0,5760227#3,180375#-0,341155#-0,5733727#3,201663#0,4488546#-0,6246244#3,102996#-0,3900746#-0,6654256#3,153851#0  
frame32 #-0,08218133#0,7881693#3,091873#-0,04266935#0,6098276#3,199431# -0,2920407#0,1907912#2,902256#-0,6745992#0,4983571#3,027261#-0,2256459#0,2164601#2,926525#-0,5874075#0,4304536#3,085262#0,006762722#0,3153354#2,974892#-0,4295743#0,3839085#3,190447#0,08606294#0,4937547#3,083711#-0,2309548#0,5065492#3,265065#-0,03210219#0,259699#3,203822#-0,03726589#0,190579#3,196637#0,03468102#0,1126765#3,169946#-0,1083677#0,1180173#3,217883#0,2103662#-0,2195618#3,157829#-0,3219602#-0,2330333#3,222228#0,4950036#-0,5764261#3,180192#-0,3422893#-0,5732687#3,19953#0,4488072#-0,6253069#3,102077#-0,3909566#-0,666808#3,147684#0  
frame33 #-0,08232804#0,787707#3,092772#-0,04311651#0,6106893#3,199861# -0,2696282#0,2021282#2,911607#-0,6731879#0,4965702#3,030624#-0,1749234#0,233399#2,928932#-0,5923272#0,4372736#3,08666#0,0057663#0,3155068#2,974035#-0,4348052#0,3813442#3,188618#0,08590591#0,4942124#3,083719#-0,2308042#0,505851#3,264662#-0,03197797#0,2596632#3,204206#-0,03739743#0,1903981#3,196319#0,03452886#0,112775#3,169424#-0,1083315#0,1176061#3,217257#0,2102665#-0,2199401#3,157606#-0,3219999#-0,2333047#3,222333#0,4956349#-0,5767913#3,180038#-0,3415999#-0,5747142#3,199573#0,4492118#-0,6259154#3,101448#-0,391345#-0,666914#3,147384#0  
frame34 #-0,08515045#0,79475#3,100964#-0,04294708#0,614384#3,201424# -0,2684754#0,2045183#2,914072#-0,6724757#0,4964756#3,030944#-0,1733007#0,2343429#2,929337#-0,5919299#0,435692#3,090261#0,006054627#0,3156112#2,974073#-0,4321439#0,3808782#3,189905#0,08598852#0,495236#3,083275#-0,2301727#0,506171#3,264467#-0,03133616#0,2608446#3,204506#-0,03701726#0,1913233#3,195749#0,0349397#0,1143565#3,168469#-0,1074362#0,1189137#3,216144#0,2467613#-0,2661834#3,158689#-0,3211326#-0,2349069#3,222457#0,4982255#-0,5809731#3,179834#-0,3420876#-0,5748737#3,199506#0,4515237#-0,6301392#3,101023#-0,3911195#-0,6670294#3,146713#0  
frame35 #-0,08438751#0,7984224#3,111592#-0,04229726#0,6173933#3,201594# -0,2702042#0,2054488#2,914831#-0,6697465#0,4962412#3,033126#-0,1747864#0,234314#2,929062#-0,5955887#0,4395469#3,086573#0,00612318#0,3157026#2,97455#-0,4368585#0,3824343#3,187985#0,08610748#0,4957808#3,083089#-0,2297112#0,5063047#3,264483#-0,03113367#0,2613268#3,205065#-0,0371318#0,1915285#3,195721#0,03410495#0,1168748#3,168111#-0,1074848#0,1185012#3,216084#0,2083859#-0,2157497#3,151022#-0,3206487#-0,2347712#3,222572#0,4908136#-0,5708939#3,177785#-0,343221#-0,5752787#3,200402#0,4445449#-0,619483#3,099884#-0,3894897#-0,6238678#3,122501#0  
frame36 #-0,08407965#0,7991617#3,116433#-0,03885503#0,6208278#3,202134# -0,2993977#0,1891644#2,908489#-0,6680224#0,4997173#3,04021#-0,2314063#0,220898#2,915864#-0,5945187#0,4401052#3,087075#0,004722601#0,3160296#2,972182#-0,4355173#0,3819012#3,18842#0,08552705#0,4962997#3,082379#-0,228305#0,5064822#3,264137#-0,03012073#0,2615767#3,205426#-0,03666264#0,1915492#3,195415#0,0343016#0,1182706#3,167479#-0,1064863#0,1177414#3,21552#0,2083609#-0,2157476#3,151143#-0,3196318#-0,2352476#3,222755#0,4912573#-0,5712956#3,178375#-0,3429967#-0,5753989#3,200464#0,4450691#-0,619334#3,101261#-0,389185#-0,6234374#3,123349#0  
frame37 #-0,07912803#0,8133788#3,12065#-0,03802745#0,6253028#3,201147# -0,2964225#0,1846651#2,908163#-0,6675139#0,5001332#3,040379#-0,2301824#0,2211406#2,915422#-0,5955192#0,441863#3,091472#0,006382269#0,3172569#2,971117#-0,4341553#0,3823401#3,188591#0,08557966#0,4975025#3,081357#-0,2261786#0,5087701#3,265204#-0,02724436#0,2641056#3,205176#-0,03393537#0,1933964#3,194615#0,03827793#0,1245317#3,167755#-0,1029155#0,118135#3,213969#0,2542545#-0,2709422#3,158014#-0,3089689#-0,2273402#3,225398#0,4985202#-0,582295#3,178436#-0,3430188#-0,5752813#3,200308#0,4517134#-0,6304128#3,101698#-0,3847431#-0,6627373#3,15103#0  
