frame1 #-0,2826132#0,8033536#3,176345#-0,2585735#0,6161346#3,208074# -0,395202#0,3360728#2,780473#-0,243103#0,3696198#3,128109#-0,2878209#0,3795824#2,801046#-0,3150228#0,3436263#3,086676#-0,1078196#0,4333308#2,911576#-0,4734464#0,265485#3,325071#-0,1244393#0,5477284#3,152629#-0,449644#0,4997463#3,25681#-0,2545487#0,2768703#3,216482#-0,2544263#0,2090203#3,219213#-0,1804968#0,1453603#3,210281#-0,3268389#0,1237683#3,227465#0,05942335#-0,2488418#3,204493#-0,5600631#-0,277388#3,202995#0,2087817#-0,5933189#3,190538#-0,6724497#-0,6367555#3,199584#0,1856183#-0,633939#3,11963#-0,7143338#-0,6923656#3,18046#1  
frame12 #-0,250642#0,8055838#3,175463#-0,2478652#0,6085389#3,208977# -0,3334855#0,3348989#2,855933#-0,09908444#0,4323702#2,878856#-0,2402515#0,3647677#2,864433#-0,1882762#0,3886073#2,978#-0,05721418#0,4407325#2,961138#-0,3328061#0,3176667#3,212943#-0,1074219#0,5446247#3,15338#-0,4257241#0,497411#3,248988#-0,2419562#0,2682227#3,220632#-0,24455#0,2003368#3,213103#-0,1724618#0,1314893#3,206631#-0,3140271#0,1238686#3,214874#0,05722708#-0,2373625#3,20116#-0,5516957#-0,2568201#3,199797#0,2096225#-0,5678098#3,195591#-0,6662294#-0,5860019#3,205026#0,1868488#-0,6097244#3,122687#-0,6890031#-0,6279166#3,132122#1  
frame13 #-0,230479#0,8187891#3,174441#-0,2239749#0,6289046#3,202974# -0,3968788#0,4204827#2,92096#-0,2791133#0,4446004#3,119863#-0,3071818#0,4524594#2,901408#-0,3321539#0,4247881#3,190744#-0,1086857#0,4836868#2,923936#-0,491276#0,3653513#3,416458#-0,07652106#0,5005775#3,15578#-0,4052505#0,5448964#3,256556#-0,232674#0,275409#3,217877#-0,2370306#0,2055834#3,212387#-0,1637702#0,1324433#3,204356#-0,3112266#0,131895#3,218191#0,06508866#-0,2373956#3,202254#-0,5246994#-0,2560759#3,209084#0,2109457#-0,5654993#3,194206#-0,6573406#-0,5875332#3,209738#0,1880689#-0,6075355#3,121181#-0,6802174#-0,6295694#3,136714#1  
frame14 #-0,1829749#0,8387369#3,181664#-0,1723265#0,6698521#3,192998# -0,3630761#0,6086681#2,927516#-0,5567472#0,2815517#3,042729#-0,2661243#0,6179218#2,914644#-0,5456734#0,3382374#3,098148#-0,06568802#0,6065879#2,926207#-0,506729#0,4398913#3,302988#-0,03976647#0,5289397#3,166651#-0,3610757#0,539891#3,233277#-0,1784067#0,3129104#3,210165#-0,1815862#0,2416316#3,208467#-0,1051637#0,1696582#3,205481#-0,264298#0,1662185#3,21244#0,09585189#-0,2208385#3,20869#-0,4997472#-0,2609405#3,210256#0,2141162#-0,5676796#3,194666#-0,6530653#-0,5882838#3,209902#0,1982506#-0,6102952#3,119923#-0,6689309#-0,6308994#3,13516#1  
frame15 #-0,08242843#0,7833793#3,138441#-0,09622759#0,645061#3,213727# -0,1556509#0,753434#2,945193#-0,2958687#0,6694043#2,888027#-0,05845926#0,7627106#2,93229#-0,3212661#0,6076823#2,923584#0,1031394#0,6573831#2,998919#-0,3974585#0,4225166#3,043285#0,06115582#0,5562537#3,239274#-0,2642262#0,5330219#3,169453#-0,107922#0,3137305#3,216828#-0,1082967#0,2477628#3,21138#-0,02873057#0,1771641#3,225324#-0,1924141#0,1685415#3,191638#0,1420432#-0,2075727#3,220907#-0,4379133#-0,2689427#3,212036#0,2184977#-0,5675781#3,195165#-0,6379176#-0,579929#3,207922#0,2353203#-0,6092142#3,120282#-0,6210951#-0,621565#3,13304#1  
frame16 #0,09476202#0,7606838#3,239521#0,03770462#0,5577572#3,219239# 0,7077955#0,397115#3,172504#0,1793729#0,1438661#2,946054#0,615352#0,3661659#3,182164#0,1904467#0,2005519#3,001473#0,3756738#0,3587447#3,249825#-0,04462285#0,3048372#2,955239#0,2120677#0,462044#3,310638#-0,04730528#0,4715873#3,083121#0,02125773#0,2469575#3,212344#0,02613229#0,1852277#3,204865#0,07248872#0,1045643#3,237914#-0,02469943#0,1218248#3,161211#0,2419562#-0,2343666#3,201468#-0,3001673#-0,2612075#3,178154#0,261068#-0,5503193#3,188802#-0,5959845#-0,551067#3,208198#0,3138725#-0,5908875#3,132071#-0,54318#-0,5916353#3,151467#1  
frame17 #0,1000644#0,765906#3,241445#0,04671862#0,5915495#3,224998# 0,6884445#0,3888727#3,17004#0,2601935#0,1742287#3,015152#0,6153493#0,3665381#3,182212#0,2008722#0,198455#3,003953#0,3761202#0,3595131#3,251918#0,02290806#0,2711341#2,983428#0,2134195#0,461811#3,311437#-0,04775018#0,4711823#3,083236#0,02069479#0,2471295#3,214893#0,02701923#0,1839651#3,205863#0,07367697#0,1032009#3,238354#-0,0243416#0,1204239#3,163007#0,2425686#-0,2343875#3,201473#-0,2995137#-0,2609146#3,177984#0,26118#-0,5517522#3,18814#-0,5958197#-0,5512928#3,209012#0,3138791#-0,5925704#3,131245#-0,5431207#-0,592111#3,152116#1  
frame18 #0,105902#0,7658083#3,243869#0,04568957#0,5932622#3,224754# 0,6956818#0,4012447#3,170499#0,2741854#0,1844679#3,002764#0,6191574#0,3724547#3,178208#0,203999#0,1995912#3,000232#0,3774436#0,3590203#3,251774#0,02341938#0,2706242#2,983226#0,214881#0,4604997#3,311769#-0,0481539#0,4709628#3,083746#0,01972001#0,2483425#3,217484#0,02711124#0,1841406#3,206764#0,07448539#0,1011385#3,244138#-0,02458247#0,1192365#3,162628#0,2418635#-0,2352941#3,201931#-0,2995028#-0,2608999#3,178192#0,261477#-0,5530459#3,188403#-0,5968352#-0,5509791#3,210799#0,314166#-0,5940449#3,131069#-0,5441462#-0,5919781#3,153465#1  
frame19 #0,1067771#0,7680855#3,241958#0,03786246#0,5627869#3,224087# 0,6992931#0,4057544#3,167234#0,2921492#0,19221#3,005989#0,6185885#0,3734215#3,176584#0,2030564#0,2000108#2,998721#0,3779321#0,3606578#3,250868#0,02414474#0,2703821#2,983638#0,2150411#0,4605025#3,311757#-0,04936465#0,4706806#3,084683#0,01889689#0,247228#3,219614#0,02733392#0,1836722#3,207777#0,07476886#0,1010249#3,244244#-0,02439425#0,1185#3,164696#0,2411581#-0,2344971#3,20232#-0,2991497#-0,258585#3,178069#0,2640049#-0,5552801#3,187236#-0,5962193#-0,5499605#3,211024#0,3166944#-0,5960778#3,129444#-0,5435297#-0,5907582#3,153232#1  
frame20 #0,1070132#0,7913837#3,240521#0,03583944#0,5954729#3,229639# 0,6829675#0,409334#3,159947#0,2620894#0,1904533#3,008003#0,6163721#0,3805088#3,171838#0,1884069#0,2030794#2,99727#0,3780766#0,3613266#3,245827#-0,05067423#0,3007819#2,969167#0,2143185#0,460648#3,312364#-0,05381992#0,47087#3,086786#0,01660636#0,2471199#3,221788#0,02557481#0,1823736#3,208391#0,07366635#0,100128#3,243975#-0,02757137#0,1166163#3,165298#0,2417271#-0,2352049#3,20247#-0,3102503#-0,2724192#3,184661#0,2618459#-0,5554852#3,188122#-0,6093544#-0,5631042#3,213893#0,3141167#-0,5962481#3,129624#-0,5570836#-0,6038671#3,155395#1  
frame21 #0,1036434#0,7882195#3,244179#0,02890433#0,5661438#3,235754# 0,681841#0,410176#3,160758#0,2543917#0,1888922#3,009274#0,6149982#0,3814049#3,171072#0,1853708#0,2033351#2,99767#0,3777485#0,3610138#3,24444#-0,05005528#0,2988689#2,981303#0,2126821#0,4601538#3,312449#-0,06203008#0,4724462#3,089509#0,01127235#0,245599#3,224625#0,02151388#0,1822461#3,208678#0,07034728#0,09908345#3,243259#-0,03382296#0,1159984#3,163645#0,2423397#-0,2360604#3,202335#-0,3094881#-0,2708955#3,185155#0,2607248#-0,5573338#3,189699#-0,6086287#-0,562355#3,213809#0,3122627#-0,5977717#3,130086#-0,5570908#-0,6027929#3,154196#1  
frame22 #0,09877247#0,7996798#3,246907#0,02805971#0,6007431#3,240671# 0,6829779#0,4134541#3,161507#0,2727497#0,1900628#3,009179#0,6145152#0,3822622#3,169786#0,1782566#0,2057868#2,997724#0,3789679#0,3597757#3,242995#-0,05008367#0,3000593#2,983496#0,2109859#0,4603096#3,314716#-0,06489129#0,4722919#3,09071#0,006194497#0,2459226#3,229242#0,01916974#0,1806696#3,209289#0,06883359#0,09788631#3,242205#-0,03688203#0,1144686#3,164627#0,2423594#-0,2364665#3,202563#-0,3077286#-0,2667335#3,1863#0,2622316#-0,5573743#3,187846#-0,6063766#-0,5602749#3,213803#0,3142241#-0,598164#3,12773#-0,5543841#-0,6010646#3,153687#1  
frame23 #0,09413676#0,7943708#3,2466#0,0276704#0,6038409#3,243185# 0,6812026#0,4139116#3,162671#0,2415798#0,1888396#3,007155#0,6126218#0,3837944#3,168799#0,1735874#0,2066092#2,997196#0,3781447#0,3604047#3,240153#-0,06829108#0,2815432#3,009346#0,2085039#0,4611416#3,314341#-0,06920096#0,4749391#3,092909#0,001030311#0,2469401#3,234181#0,0166199#0,1804207#3,210079#0,06741481#0,09760593#3,242234#-0,04024451#0,1141065#3,164624#0,2398552#-0,2357981#3,203853#-0,3140691#-0,268851#3,189299#0,263904#-0,5594078#3,186415#-0,6116645#-0,5650024#3,214737#0,3154794#-0,6003115#3,125718#-0,5600891#-0,605906#3,15404#1  
frame24 #0,08384975#0,7982869#3,253263#0,024081#0,6108556#3,245766# 0,6736968#0,4169247#3,160694#0,182397#0,1828262#2,979999#0,6115297#0,3849864#3,168693#0,11762#0,2008806#3,000657#0,373384#0,3627626#3,236655#-0,04809229#0,2904654#2,995846#0,2030715#0,4660453#3,314027#-0,07949883#0,4806552#3,092663#-0,004285124#0,2494452#3,238454#0,01402619#0,1816374#3,210699#0,06628689#0,09834357#3,242035#-0,04389265#0,1154892#3,165151#0,237966#-0,237265#3,204833#-0,312648#-0,263857#3,189838#0,2647858#-0,5589414#3,18797#-0,6097856#-0,5616878#3,214854#0,3160039#-0,5998756#3,126666#-0,5585675#-0,6026219#3,153549#1  
