frame1 #-0,2366209#0,8992751#3,176786#-0,2282429#0,6903648#3,208458# -0,2701806#0,4173834#2,836231#-0,0359955#0,4705574#2,940142#-0,1766501#0,4073789#2,864062#-0,2857246#0,4088717#3,080208#-0,0256859#0,4618239#2,975271#-0,4669798#0,365515#3,266586#-0,07429057#0,595794#3,161098#-0,4175503#0,572764#3,210741#-0,2298922#0,3446156#3,218478#-0,2320677#0,2758057#3,211126#-0,1555481#0,203609#3,209086#-0,310015#0,1932455#3,209201#0,04484577#-0,248741#3,236763#-0,4966035#-0,239483#3,235183#0,1805334#-0,5578951#3,232896#-0,6341961#-0,5892319#3,223246#0,2654191#-0,6382278#3,200274#-0,6911799#-0,652647#3,19541#1  
frame26 #-0,2455042#0,8092263#3,177658#-0,2317742#0,6226741#3,205587# -0,390044#0,389856#2,895549#-0,1034334#0,4914439#2,885998#-0,2987195#0,4207283#2,887348#-0,208147#0,4277012#3,013299#-0,08954013#0,3792722#2,976128#-0,3300553#0,3476598#3,256251#-0,08489665#0,5237586#3,141831#-0,4110896#0,53068#3,261839#-0,2340542#0,2747722#3,219443#-0,2387212#0,2059031#3,212409#-0,1659906#0,1344013#3,204781#-0,3111194#0,1303851#3,216384#0,06310678#-0,2435523#3,202716#-0,5334435#-0,2556803#3,204861#0,2129253#-0,5834036#3,200399#-0,6579581#-0,5866272#3,211571#0,1820493#-0,6309883#3,118777#-0,6888342#-0,6342118#3,129949#1  
frame27 #-0,2303998#0,8186027#3,175014#-0,223927#0,628847#3,203279# -0,3958958#0,4197965#2,920607#-0,2790576#0,4445831#3,119935#-0,3045498#0,4434542#2,897502#-0,3321248#0,4247488#3,190857#-0,1074685#0,4876143#2,927038#-0,4913265#0,3652459#3,416761#-0,07647147#0,500582#3,156092#-0,4052511#0,5448986#3,256883#-0,232631#0,2765326#3,219024#-0,2373177#0,2069411#3,212756#-0,1643752#0,1338899#3,204609#-0,3111802#0,1329163#3,218609#0,06619126#-0,2415772#3,202718#-0,5242692#-0,2559512#3,209732#0,2144844#-0,5724001#3,194867#-0,6573441#-0,5880755#3,210025#0,1885007#-0,620104#3,111625#-0,6833278#-0,6357794#3,126783#1  
frame28 #-0,2185479#0,8317305#3,172973#-0,205085#0,6545674#3,193952# -0,3908796#0,4944791#2,921498#-0,4486903#0,1380594#3,268583#-0,3078347#0,5077148#2,907803#-0,4906605#0,1881857#3,299188#-0,1022953#0,5111558#2,90374#-0,5215926#0,4007737#3,387406#-0,06786464#0,5026811#3,165174#-0,3772667#0,5080505#3,239458#-0,2104019#0,282545#3,213706#-0,2123932#0,2079475#3,210464#-0,1339348#0,1368109#3,204728#-0,2918903#0,1347179#3,217096#0,07978924#-0,2413899#3,202673#-0,5164765#-0,2598698#3,212527#0,2146587#-0,5717712#3,194734#-0,6578301#-0,5890414#3,208367#0,1939565#-0,6200863#3,110385#-0,6785323#-0,6373565#3,124018#1  
frame29 #-0,1915538#0,8279618#3,175873#-0,1907438#0,6172829#3,168761# -0,3893269#0,5216248#2,917899#-0,5268655#0,1694453#3,230937#-0,3119994#0,5328082#2,914791#-0,5225947#0,2408831#3,227339#-0,06640401#0,5478263#2,945894#-0,5377185#0,4202822#3,35844#-0,06274888#0,5034472#3,170488#-0,3749609#0,505532#3,236335#-0,2004218#0,2763875#3,206273#-0,2037572#0,2048036#3,206208#-0,1302307#0,1358491#3,203882#-0,2776383#0,1302559#3,211421#0,0856985#-0,2419329#3,202625#-0,5125186#-0,2620152#3,212267#0,2215706#-0,5805542#3,196906#-0,6574042#-0,5896339#3,207367#0,2034456#-0,6304246#3,11268#-0,738539#-0,6671169#3,184588#1  
frame30 #-0,1873346#0,8389896#3,176368#-0,1665614#0,6725397#3,193197# -0,3619308#0,60876#2,927499#-0,5567472#0,2815517#3,04285#-0,2660094#0,6179153#2,914764#-0,5456734#0,3382374#3,098269#-0,06568802#0,6065879#2,926389#-0,5059862#0,4404111#3,302696#-0,04133317#0,5266554#3,167873#-0,3604217#0,5402552#3,23305#-0,1786519#0,3117752#3,209815#-0,1826382#0,2397329#3,208445#-0,1061515#0,1688532#3,20562#-0,2643744#0,1631024#3,212212#0,09654985#-0,2254607#3,208007#-0,4996524#-0,261897#3,211052#0,221554#-0,580298#3,197045#-0,6528471#-0,589201#3,209809#0,2038036#-0,6285738#3,111723#-0,6705976#-0,6374767#3,124487#1  
frame31 #-0,08242843#0,7833793#3,138995#-0,09622759#0,645061#3,214072# -0,1546317#0,7535735#2,94517#-0,2958532#0,6694171#2,888176#-0,05851579#0,7627474#2,932409#-0,3212661#0,6076823#2,923722#0,1031394#0,6573831#2,999128#-0,3975051#0,422478#3,043458#0,06115582#0,5562537#3,23962#-0,2642262#0,5330219#3,169799#-0,1079727#0,3135217#3,217027#-0,1083896#0,2475086#3,211718#-0,02889637#0,1766905#3,225652#-0,1924662#0,1685087#3,19196#0,1424155#-0,2095342#3,221516#-0,4393764#-0,2697759#3,211728#0,2273012#-0,5824286#3,200814#-0,6384708#-0,5814117#3,208935#0,2850608#-0,654839#3,192105#-0,6192666#-0,628676#3,123498#1  
frame32 #0,03204329#0,7978932#3,22083#-0,02586861#0,6181027#3,211692# 0,4188161#0,7353443#3,048812#0,1211872#0,4231925#2,936555#0,4150882#0,670051#3,079514#0,05864102#0,4022226#2,939006#0,3277526#0,4608303#3,145591#-0,1289976#0,3393128#2,959466#0,1492535#0,503363#3,245812#-0,1425237#0,5027237#3,096254#-0,05803411#0,2803833#3,208173#-0,05761132#0,2148#3,204582#-0,0007547676#0,1355604#3,235421#-0,1228264#0,1432704#3,171041#0,1782012#-0,2319349#3,223081#-0,3962995#-0,2806144#3,202396#0,2669281#-0,553034#3,192406#-0,6477482#-0,6012378#3,207994#0,3083842#-0,6003786#3,115433#-0,6062921#-0,6485825#3,13102#1  
frame33 #0,1000391#0,7659682#3,241849#0,04665815#0,5913624#3,225217# 0,6884445#0,3888727#3,170141#0,2621289#0,1734383#3,015619#0,6153493#0,3665381#3,182313#0,2023237#0,1978622#3,004328#0,3774472#0,3586787#3,251795#0,02290806#0,2711341#2,983581#0,2134195#0,461811#3,311691#-0,04775018#0,4711823#3,08349#0,02088479#0,2476278#3,215192#0,02712486#0,1845705#3,206237#0,07359837#0,1038024#3,238756#-0,02402336#0,1210476#3,163405#0,2413664#-0,2367003#3,201352#-0,3002722#-0,2612824#3,178214#0,2640234#-0,5565513#3,189138#-0,5938448#-0,5502417#3,209055#0,3239233#-0,6027751#3,124371#-0,533945#-0,5964655#3,144289#1  
frame34 #0,1058941#0,7658483#3,244197#0,04562909#0,5931339#3,224925# 0,6956818#0,4012447#3,17058#0,274282#0,1844461#3,00285#0,6191574#0,3724547#3,178289#0,2040042#0,1995891#3,000314#0,378863#0,3581343#3,251597#0,02341938#0,2706242#2,983348#0,214881#0,4604997#3,311973#-0,0481539#0,4709628#3,083949#0,01992387#0,2489385#3,217756#0,02722965#0,1847982#3,207104#0,07441783#0,1018569#3,244452#-0,02422771#0,1199915#3,16301#0,2408332#-0,2369083#3,201676#-0,3002499#-0,2612616#3,178377#0,2632354#-0,5579188#3,189084#-0,5947471#-0,5497971#3,21078#0,3229919#-0,6042456#3,123962#-0,5349906#-0,5961239#3,145658#1  
frame35 #0,1067693#0,7681109#3,242264#0,03770566#0,5616812#3,224215# 0,6992931#0,4057544#3,167309#0,2921492#0,19221#3,006064#0,6185885#0,3734215#3,176659#0,2046598#0,1993801#2,999048#0,3794324#0,3597381#3,250657#0,02414474#0,2703821#2,98375#0,2150411#0,4605025#3,311945#-0,04936465#0,4706806#3,084871#0,01911277#0,2478887#3,219843#0,02746936#0,1844216#3,208092#0,07470157#0,1017805#3,244545#-0,02398406#0,1193689#3,165066#0,2405425#-0,2366852#3,202028#-0,2998196#-0,2588598#3,178233#0,2606346#-0,5662897#3,189271#-0,5939886#-0,5486294#3,210939#0,3202817#-0,6122873#3,123751#-0,5343415#-0,594627#3,14542#1  
