frame1 #-0,03228221#0,9517785#3,48617#-0,04381722#0,783169#3,579304# -0,08083116#0,6335875#3,345455#-0,2829895#0,1655491#3,424008#-0,03168166#0,5963275#3,367723#-0,285616#0,2283383#3,432693#0,1157669#0,4845474#3,447871#-0,2969665#0,4610257#3,574737#0,1205572#0,6674155#3,563468#-0,2029891#0,6908509#3,526333#-0,06099491#0,4295972#3,587852#-0,0571635#0,3667942#3,534503#0,01330036#0,2887037#3,533494#-0,1322955#0,2992496#3,515174#0,01378507#-0,254416#3,610185#-0,1426704#-0,2401611#3,294395#-0,1327151#-0,5873371#3,205299#-0,1435052#-0,6226745#3,202584#-0,1203946#-0,6341043#3,115685#-0,1054056#-0,693456#3,170483#1  
frame73 #0,03718432#0,7213242#2,450193#0,0003506737#0,5366786#2,533869# 0,04118586#0,06841371#2,296123#-0,6582103#0,1822693#2,283461#0,1075643#0,09676515#2,362857#-0,5786659#0,2061414#2,336055#0,2534716#0,1960726#2,50794#-0,3887652#0,3274379#2,454962#0,1565602#0,4108238#2,513311#-0,1686744#0,4609955#2,564102#-0,006001986#0,2075687#2,622819#-0,01124974#0,1372881#2,623263#0,06897761#0,05291069#2,624509#-0,09749196#0,07221459#2,652903#0,009229146#-0,2995327#2,449731#-0,09600081#-0,2367248#2,880001#0,03939654#-0,6429368#2,423831#-0,02645202#-0,4828126#2,991774#-0,01566784#-0,7132994#2,393168#-0,08020163#-0,5423354#2,968714#1  
frame74 #0,04769329#0,7113477#2,457827#0,003338612#0,5291085#2,5447# 0,05112376#0,04405228#2,29323#-0,566117#0,2000886#2,199528#0,1122395#0,07205622#2,364802#-0,5294564#0,2132039#2,260778#0,2342467#0,1978037#2,511316#-0,3695043#0,3220241#2,404709#0,1629268#0,4057995#2,531203#-0,1633384#0,4567292#2,564893#-0,008386945#0,2005879#2,626147#-0,013024#0,1313629#2,627038#0,06715637#0,04698734#2,629803#-0,0993144#0,06897593#2,65262#0,009467192#-0,3010011#2,447881#-0,09695109#-0,231308#2,888468#0,03969504#-0,6431062#2,423482#-0,02754554#-0,4861451#3,004034#-0,01570862#-0,7135968#2,39234#-0,08103716#-0,5453821#2,981085#1  
frame75 #0,05268069#0,7070995#2,466435#0,004531712#0,5234241#2,552897# 0,08482693#0,02611168#2,277755#-0,5188929#0,2020258#2,149643#0,1289262#0,06340167#2,372004#-0,4544291#0,2206854#2,221125#0,2304107#0,1915633#2,53218#-0,3284713#0,3347893#2,373716#0,1672436#0,4009009#2,542676#-0,1563026#0,4501499#2,56867#-0,006928459#0,1934384#2,632641#-0,0109982#0,124552#2,634621#0,06950194#0,04092222#2,638987#-0,09760521#0,06393351#2,655952#0,0100364#-0,300763#2,447787#-0,1051255#-0,2246563#2,90342#0,03986746#-0,6435903#2,422789#-0,03373093#-0,4825059#3,017317#-0,01615232#-0,7143492#2,391014#-0,08697584#-0,5414698#2,994473#1  
frame76 #0,05471027#0,7052239#2,483141#0,002956402#0,5202449#2,568194# 0,1195988#0,0228914#2,323513#-0,4638278#0,2149619#2,062176#0,1500487#0,08063035#2,396474#-0,4025685#0,2321819#2,136575#0,2368487#0,194077#2,576046#-0,282497#0,3740739#2,380771#0,1711673#0,3993444#2,566012#-0,152785#0,4469851#2,572122#-0,006880047#0,1885493#2,638156#-0,009599993#0,1199898#2,640299#0,07188046#0,03731619#2,645627#-0,09626165#0,05939171#2,658067#0,01117539#-0,2997385#2,448082#-0,1023534#-0,226745#2,90701#0,04080525#-0,6441184#2,422494#-0,03166304#-0,5046974#3,038744#-0,01673153#-0,7147478#2,389908#-0,0846761#-0,5634044#3,016#1  
frame77 #0,05322516#0,7029304#2,500467#0,002056244#0,5157192#2,583591# 0,1457969#-0,01072243#2,341367#-0,3362178#0,2411303#2,077878#0,1665023#0,04997256#2,428046#-0,3010964#0,2717466#2,163772#0,2321793#0,1893005#2,596546#-0,2466859#0,3632663#2,368166#0,1722835#0,398145#2,58249#-0,1487972#0,4427275#2,581142#-0,006929379#0,1843402#2,64445#-0,009077316#0,1164615#2,646267#0,07321169#0,03467666#2,652223#-0,09594531#0,05599398#2,660388#0,01200011#-0,2977389#2,44831#-0,1019717#-0,2289508#2,909461#0,04295914#-0,6422995#2,422548#-0,03127397#-0,506305#3,0406#-0,01671018#-0,7140402#2,388894#-0,08408593#-0,5647893#3,017942#1  
frame78 #0,0538417#0,7011983#2,513654#0,001768247#0,5151513#2,596569# 0,1647906#-0,01773706#2,394253#-0,2495722#0,231234#1,982849#0,1730097#0,04154602#2,434584#-0,2798198#0,2790212#2,152609#0,2361273#0,1945829#2,618016#-0,2121774#0,3553454#2,358911#0,1784853#0,4014202#2,608382#-0,1438173#0,4385971#2,594383#-0,005649977#0,1812622#2,650178#-0,006958285#0,1133668#2,651994#0,07649542#0,032328#2,659338#-0,09399247#0,05190924#2,662574#0,01484242#-0,2968054#2,449991#-0,0929466#-0,2676771#2,945421#0,04475221#-0,6410488#2,421742#-0,02306145#-0,5834517#3,112122#-0,01480359#-0,7129697#2,3871#-0,07566853#-0,6417091#3,089552#1  
frame79 #0,04907075#0,701423#2,530272#0,002746779#0,513492#2,611494# 0,1750269#-0,02583641#2,431242#-0,1689038#0,2424675#1,978316#0,1782851#0,03309714#2,472665#-0,2771844#0,2911564#2,158373#0,2421804#0,201959#2,66078#-0,2103999#0,3658404#2,365074#0,1798408#0,4019926#2,626607#-0,1418726#0,437034#2,599736#-0,003351435#0,1775968#2,658272#-0,003945515#0,1096503#2,659871#0,07957469#0,02992176#2,66643#-0,09052099#0,04689299#2,667583#0,01779144#-0,2961799#2,452294#-0,09152977#-0,2714117#2,941566#0,04657543#-0,6419023#2,421684#-0,02164464#-0,5871863#3,108372#-0,009652261#-0,7114822#2,384629#-0,07403631#-0,6452051#3,085895#1  
frame80 #0,04573584#0,7040035#2,553446#0,002033307#0,5145621#2,626302# 0,1815104#-0,03464725#2,490724#-0,08666113#0,2618861#1,988858#0,1882516#0,03229827#2,516329#-0,1176715#0,2923376#2,09788#0,2450322#0,2038364#2,673071#-0,2146942#0,3786259#2,374961#0,1806938#0,4044631#2,647872#-0,1343699#0,4492105#2,615062#-0,002434664#0,1752668#2,665303#-0,002597218#0,1070733#2,666594#0,08068951#0,0283968#2,67352#-0,08849021#0,04418981#2,67091#0,02209942#-0,2955585#2,454276#-0,07783537#-0,3224112#2,98229#0,04992674#-0,6406609#2,421318#-0,004866175#-0,5975482#3,116099#-0,007460673#-0,7088339#2,38041#-0,06504018#-0,5881623#3,062643#1  
frame81 #0,04745149#0,707831#2,572638#-0,001529077#0,5146317#2,641704# 0,2091102#-0,0449933#2,544977#-0,042664#0,2734696#2,16012#0,1868128#0,0233198#2,546965#-0,07570909#0,2751215#2,22394#0,2461816#0,2089279#2,711225#-0,2112015#0,386242#2,39389#0,1806773#0,4123569#2,674727#-0,1329487#0,4535216#2,626028#-0,003067898#0,1744928#2,674996#-0,002271204#0,1062391#2,675907#0,08037716#0,02911711#2,685071#-0,08656979#0,04227543#2,675951#0,02534654#-0,2914501#2,458262#-0,07688391#-0,3282137#2,990192#0,05265704#-0,6416599#2,422184#-0,003307849#-0,6028302#3,122971#-0,005576808#-0,7081172#2,379267#-0,06286052#-0,5915217#3,069643#1  
frame82 #0,04558643#0,7095761#2,588335#-0,002618246#0,5142047#2,654717# 0,2087058#-0,04102366#2,573613#0,05125546#0,2925555#2,106667#0,1965348#0,02930873#2,581315#-0,05345988#0,2882718#2,271676#0,2468214#0,2171703#2,739518#-0,2508429#0,3325567#2,470229#0,1842009#0,4129554#2,692899#-0,1350626#0,4543679#2,63203#-0,001492545#0,175537#2,684921#7,083185E-05#0,1075484#2,6861#0,08467473#0,030378#2,70277#-0,08445296#0,04101842#2,679517#0,02830633#-0,2903997#2,460735#-0,07468018#-0,329278#2,986663#0,0539305#-0,6401234#2,421456#-0,004731283#-0,6001928#3,125678#-0,004620162#-0,7069342#2,378055#-0,06415492#-0,5933664#3,07188#1  
frame83 #0,03966027#0,705954#2,600094#-0,003328091#0,5132115#2,67363# 0,2096166#-0,02912103#2,601067#0,1037893#0,3150406#2,182234#0,202843#0,04252372#2,603691#0,001207711#0,2883795#2,275879#0,2447143#0,2190167#2,761854#-0,1668172#0,3031894#2,459408#0,183995#0,4127323#2,709664#-0,1378248#0,4527876#2,63796#-0,001740788#0,1755909#2,694965#7,922084E-05#0,1079079#2,695374#0,08398203#0,03068485#2,710291#-0,08333147#0,03943197#2,685397#0,03017966#-0,2903524#2,462863#-0,0751206#-0,3273443#2,983703#0,05469401#-0,6415657#2,422063#-0,01392287#-0,5878538#3,140874#-0,004234829#-0,7067332#2,377851#-0,06975323#-0,636899#3,110785#1  
frame84 #0,03651958#0,7100279#2,614121#-0,002681562#0,5141474#2,681963# 0,2195933#-0,03414927#2,62715#0,1660452#0,3332573#2,199585#0,2003662#0,03444894#2,637173#0,04578238#0,2968808#2,303505#0,2414897#0,218903#2,783687#-0,1662555#0,302646#2,463132#0,1738204#0,4354956#2,721123#-0,1446634#0,4423552#2,651475#0,001782642#0,1766219#2,704003#0,004116038#0,1089669#2,705135#0,087221#0,03542087#2,718481#-0,07616105#0,03695623#2,697219#0,03200027#-0,2904844#2,465765#-0,07595293#-0,3190269#2,971808#0,05466368#-0,6406028#2,422143#-0,01558551#-0,5784485#3,132329#-0,003925335#-0,706343#2,377858#-0,06705441#-0,6354455#3,110247#1  
frame85 #0,03731172#0,7120147#2,621601#-0,001797577#0,5161459#2,692683# 0,2148681#-0,03374575#2,67412#0,1919679#0,3580964#2,250969#0,2088734#0,05087038#2,660662#0,0897264#0,3112158#2,328316#0,2428245#0,2382544#2,835132#-0,1631996#0,2870579#2,479781#0,1719693#0,4377941#2,731333#-0,1481383#0,4403012#2,655466#0,005031574#0,179671#2,71336#0,007818867#0,1122796#2,714864#0,09147222#0,04105304#2,728462#-0,07235697#0,03748025#2,705045#0,03260779#-0,2905324#2,467555#-0,07611227#-0,3189593#2,97171#0,05450777#-0,6400787#2,422012#-0,01572797#-0,5784407#3,132414#-0,003629223#-0,706126#2,378247#-0,06703171#-0,6352548#3,110403#1  
frame86 #0,03774231#0,7163201#2,641831#-0,002122166#0,5180106#2,704369# 0,217953#-0,03157018#2,688413#0,1995472#0,3737053#2,310752#0,2130387#0,04979648#2,685147#0,1217049#0,3235722#2,361822#0,2387506#0,2382626#2,835944#-0,08649643#0,2801149#2,454266#0,1676989#0,4443656#2,73952#-0,152412#0,4389816#2,661182#0,007503573#0,182107#2,721016#0,01068503#0,1149028#2,722435#0,09376128#0,04484325#2,733737#-0,06762221#0,03880653#2,713972#0,03257768#-0,2899768#2,471661#-0,07656788#-0,3185636#2,97167#0,05417541#-0,6396219#2,421726#-0,01609592#-0,5781713#3,132576#-0,003578134#-0,7060443#2,378159#-0,06724532#-0,6348144#3,110631#1  
frame87 #0,03655563#0,717168#2,646847#-0,003529764#0,520376#2,712865# 0,2193505#-0,02444746#2,70753#0,210534#0,3969902#2,359771#0,213831#0,05503435#2,701749#0,1681318#0,348393#2,398223#0,2339712#0,2385687#2,84452#-0,08265331#0,276753#2,460469#0,1660464#0,4557429#2,751613#-0,1523333#0,4379533#2,666768#0,009542212#0,1854365#2,728357#0,01343243#0,1184945#2,730107#0,09655355#0,05094766#2,745173#-0,0637234#0,04109006#2,718296#0,03211445#-0,2896911#2,474134#-0,07664223#-0,3195204#2,971481#0,05389988#-0,6390233#2,421557#-0,0161136#-0,5793732#3,132653#-0,003077687#-0,7057843#2,378393#-0,06710835#-0,6358451#3,110775#1  
frame88 #0,037239#0,7194371#2,653809#-0,002600154#0,5225379#2,721363# 0,2256282#-0,008026905#2,734535#0,2031061#0,4084356#2,424401#0,2097846#0,0589276#2,713848#0,05611711#0,2896696#2,474305#0,2284463#0,240124#2,85484#-0,1595911#0,2449425#2,556057#0,1646915#0,4524128#2,757499#-0,1540708#0,4363048#2,677635#0,009629847#0,1878335#2,735238#0,01318149#0,1209063#2,736992#0,0950011#0,0534015#2,751867#-0,06307876#0,04320724#2,723695#0,03146492#-0,2902554#2,475708#-0,07729358#-0,3195361#2,971228#0,05390038#-0,6387815#2,421501#-0,01667699#-0,5794478#3,132579#-0,005308674#-0,7074891#2,381865#-0,0675241#-0,6357562#3,110765#1  
